englishName,fourCode,sciName,sixCode
Laysan X Black-foot. Albatross Hybrid,LBFH,Phoebastria immutabilis x nigripes,PHOIMN
Lazuli Bunting,LAZB,Passerina amoena,PASAMO
Lazuli x Indigo Bunting Hybrid,LIBH,Passerina amoena x cyanea,PASAMC
LeConte's Sparrow,LCSP,Ammospiza leconteii,AMMLEC
LeConte's Thrasher,LCTH,Toxostoma lecontei,TOXLEC
Leach's Storm-Petrel,LESP,Hydrobates leucorhous,HYDLEU
Least Auklet,LEAU,Aethia pusilla,AETPUS
Least Bell's Vireo,LBVI,Vireo bellii pusillus,VIRBPU
Least Bittern,LEBI,Ixobrychus exilis,IXOEXI
Least Flycatcher,LEFL,Empidonax minimus,EMPMIN
Least Grebe,LEGR,Tachybaptus dominicus,TACDOM
Least Pauraque,LEPA,Siphonorhis brewsteri,SIPBRE
Least Sandpiper,LESA,Calidris minutilla,CALMIL
Least Storm-Petrel,LSTP,Hydrobates microsoma,HYDMIC
Least Tern,LETE,Sternula antillarum,STEANT
Lemon-spectacled Tanager,LSTA,Chlorothraupis olivacea,CHLOLI
Lesser Akialoa,LEAK,Akialoa obscura,AKIOBS
Lesser Antillean Bullfinch,LANB,Loxigilla noctis,LOXNOC
Lesser Antillean Flycatcher,LAFL,Myiarchus oberi,MYIOBE
Lesser Antillean Pewee,LAPE,Contopus latirostris,CONLAT
Lesser Antillean Saltator,LASA,Saltator albicollis,SALALB
Lesser Antillean Swift,LASW,Chaetura martinica,CHAMAR
Lesser Antillean Tanager,LATA,Stilpnia cucullata,STICUC
Lesser Black-backed Gull,LBBG,Larus fuscus,LARFUS
Lesser Elaenia,LEEL,Elaenia chiriquensis,ELACHI
Lesser Frigatebird,LEFR,Fregata ariel,FREARI
Lesser Golden-Plover,LEGP,Pluvialis dominica/fulva,PLUDOF
Lesser Goldfinch,LEGO,Spinus psaltria,SPIPSA
Lesser Greenlet,LESG,Pachysylvia decurtata,PACDEC
Lesser Ground-Cuckoo,LEGC,Morococcyx erythropygus,MORERY
Lesser Kiskadee,LEKI,Pitangus lictor,PITLIC
Lesser Koa-Finch,LEKF,Rhodacanthis flaviceps,RHOFLA
Lesser Nighthawk,LENI,Chordeiles acutipennis,CHOACU
Lesser Prairie-Chicken,LEPC,Tympanuchus pallidicinctus,TYMPAL
Lesser Redpoll,LERE,Acanthis cabaret,ACACAB
Lesser Roadrunner,LERO,Geococcyx velox,GEOVEL
Lesser Sand-Plover,LSAP,Charadrius mongolus,CHAMOG
Lesser Scaup,LESC,Aythya affinis,AYTAFF
Lesser Snow Goose Blue-morph,LSGB,Anser caerulescens caerulescens,ANSCCA
Lesser Snow Goose Intermediate-morph,LSGI,Anser caerulescens caerulescens,ANSCCA
Lesser Snow Goose White-morph,LSGW,Anser caerulescens caerulescens,ANSCCA
Lesser Swallow-tailed Swift,LSTS,Panyptila cayennensis,PANCAY
Lesser Violetear,LEVI,Colibri cyanotus,COLCYA
Lesser White-fronted Goose,LWFG,Anser erythropus,ANSERY
Lesser Whitethroat,LEWH,Sylvia curruca,SYLCUR
Lesser Yellow-headed Vulture,LYHV,Cathartes burrovianus,CATBUR
Lesser Yellowlegs,LEYE,Tringa flavipes,TRIFLA
Lesson's Motmot,LEMO,Momotus lessonii,MOMLES
Lewis's Woodpecker,LEWO,Melanerpes lewis,MELLEW
Light-mantled Albatross,LMAL,Phoebetria palpebrata,PHOPAL
Lilac-crowned Parrot,LCPA,Amazona finschi,AMAFIN
Limpkin,LIMP,Aramus guarauna,ARAGUA
Lincoln's Sparrow,LISP,Melospiza lincolnii,MELLIN
Lineated Foliage-gleaner,LIFG,Syndactyla subalaris,SYNSUB
Lineated Woodpecker,LIWO,Dryocopus lineatus,DRYLIN
Lined Seedeater,LISE,Sporophila lineola,SPOLIN
Little Bittern,LIBI,Ixobrychus minutus,IXOMIN
Little Blue Heron,LBHE,Egretta caerulea,EGRCAE
Little Bunting,LIBU,Emberiza pusilla,EMBPUS
Little Cuckoo,LITC,Coccycua minuta,COCMIT
Little Curlew,LICU,Numenius minutus,NUMMIN
Little Egret,LIEG,Egretta garzetta,EGRGAR
Little Gull,LIGU,Hydrocoloeus minutus,HYDMIN
Little Ringed Plover,LRPL,Charadrius dubius,CHADUB
Little Stint,LIST,Calidris minuta,CALMIA
Little Tern,LITE,Sternula albifrons,STEALB
Little Tinamou,LITI,Crypturellus soui,CRYSOU
Loggerhead Kingbird,LOKI,Tyrannus caudifasciatus,TYRCAU
Loggerhead Shrike,LOSH,Lanius ludovicianus,LANLUD
Long-billed Curlew,LBCU,Numenius americanus,NUMAME
Long-billed Dowitcher,LBDO,Limnodromus scolopaceus,LIMSCO
Long-billed Gnatwren,LBGN,Ramphocaenus melanurus,RAMMEL
Long-billed Hermit,LBIH,Phaethornis longirostris,PHALON
Long-billed Murrelet,LBMU,Brachyramphus perdix,BRAPER
Long-billed Starthroat,LBST,Heliomaster longirostris,HELLON
Long-billed Thrasher,LBTH,Toxostoma longirostre,TOXLON
Long-eared Owl,LEOW,Asio otus,ASIOTU
Long-legged Buzzard,LLBU,Buteo rufinus,BUTRUF
Long-tailed Duck,LTDU,Clangula hyemalis,CLAHYE
Long-tailed Jaeger,LTJA,Stercorarius longicaudus,STELON
Long-tailed Manakin,LOTM,Chiroxiphia linearis,CHILIN
Long-tailed Sabrewing,LTSA,Pampa excellens,PAMEXC
Long-tailed Silky-flycatcher,LTSF,Ptiliogonys caudatus,PTICAU
Long-tailed Tyrant,LTTY,Colonia colonus,COLCOL
Long-tailed Wood-Partridge,LTWP,Dendrortyx macroura,DENMAC
Long-tailed Woodcreeper,LTWO,Deconychura longicauda,DECLON
Long-toed Stint,LTST,Calidris subminuta,CALSUM
Long-winged Harrier,LWHA,Circus buffoni,CIRBUF
Louisiana Waterthrush,LOWA,Parkesia motacilla,PARMOT
Lovely Cotinga,LOCO,Cotinga amabilis,COTAMA
Lucifer Hummingbird,LUHU,Calothorax lucifer,CALLUC
Lucy's Warbler,LUWA,Leiothlypis luciae,LEILUC
MacGillivray's Warbler,MGWA,Geothlypis tolmiei,GEOTOL
Magenta-throated Woodstar,MTWO,Philodice bryantae,PHIBRY
Magnificent Frigatebird,MAFR,Fregata magnificens,FREMAG
Magnolia Warbler,MAWA,Setophaga magnolia,SETMAG
Maguari Stork,MAST,Ciconia maguari,JCICMA
Mallard,MALL,Anas platyrhynchos,ANAPLA
Mangrove Cuckoo,MACU,Coccyzus minor,COCMIR
Mangrove Hummingbird,MAHU,Amazilia boucardi,AMABOU
Mangrove Rail,MARA,Rallus longirostris,RALLON
Mangrove Swallow,MANS,Tachycineta albilinea,TACALB
Mangrove Vireo,MAVI,Vireo pallens,VIRPAL
Mangrove Warbler,MANW,Setophaga petechia erithachorides,SETPER
Manx Shearwater,MASH,Puffinus puffinus,PUFPUF
Marbled Godwit,MAGO,Limosa fedoa,LIMFED
Marbled Murrelet,MAMU,Brachyramphus marmoratus,BRAMAR
Marbled Wood-Quail,MAWQ,Odontophorus gujanensis,ODOGUJ
Mariana Swiftlet,MASW,Aerodramus bartschi,AERBAR
Markham's Storm-Petrel,MASP,Hydrobates markhami,HYDMAR
Maroon-chested Ground Dove,MCGD,Paraclaravis mondetoura,PARMOD
Maroon-fronted Parrot,MFPA,Rhynchopsitta terrisi,RHYTER
Marsh Sandpiper,MASA,Tringa stagnatilis,TRISTA
Marsh Wren,MAWR,Cistothorus palustris,CISPAL
Martinique Oriole,MAOR,Icterus bonana,ICTBON
Masked Booby,MABO,Sula dactylatra,SULDAC
Masked Duck,MADU,Nomonyx dominicus,NOMDOM
Masked Tityra,MATI,Tityra semifasciata,TITSEM
Maui Akepa,MAAK,Loxops ochraceus,LOXOCH
Maui Alauahio,MAAL,Paroreomyza montana,PAMMON
Maui Nukupuu,MANU,Hemignathus affinis,HEMAFF
Maui Parrotbill,MAPA,Pseudonestor xanthophrys,PSEXAN
Maui-nui Akialoa,MNAK,Akialoa lanaiensis,AKILAN
Mayan Antthrush,MAAN,Formicarius moniliger,FORMON
McKay's Bunting,MKBU,Plectrophenax hyperboreus,PLEHYP
Meadow Pipit,MEPI,Anthus pratensis,ANTPRA
Mealy Parrot,MEAP,Amazona farinosa,AMAFAR
Melodious Blackbird,MEBL,Dives dives,DIVDIV
Merlin,MERL,Falco columbarius,FALCOL
Mexican Chickadee,MECH,Poecile sclateri,POESCL
Mexican Duck,MEDU,Anas diazi,ANADIA
Mexican Hermit,MEHE,Phaethornis mexicanus,PHAMEX
Mexican Jay,MEJA,Aphelocoma wollweberi,APHWOL
Mexican Parrotlet,MEXP,Forpus cyanopygius,FORCYA
Mexican Sheartail,MESH,Doricha eliza,DORELI
Mexican Violetear,MEVI,Colibri thalassinus,COLTHA
Mexican Whip-poor-will,MWPW,Antrostomus arizonae,ANTARI
Mexican Woodnymph,MEWO,Eupherusa ridgwayi,EUPRID
Middendorff's Grasshopper Warbler,MGRW,Helopsaltes ochotensis,HELOCH
Middle American Screech-Owl,MASO,Megascops guatemalae,MEGGUA
Military Macaw,MIMA,Ara militaris,ARAMIL
Millerbird,MILL,Acrocephalus familiaris,ACRFAM
Minima Cackling Goose,MCGO,Branta hutchinsii minima,BRAHMI
Mississippi Kite,MIKI,Ictinia mississippiensis,ICTMIS
Mistle Thrush,MITH,Turdus viscivorus,TURVIS
Mistletoe Tyrannulet,MITY,Zimmerius parvus,ZIMPAR
Mitred Parakeet,MIPA,Psittacara mitratus,PSIMIT
Monk Parakeet,MOPA,Myiopsitta monachus,MYIMON
Montezuma Oropendola,MORO,Psarocolius montezuma,PSAMON
Montezuma Quail,MONQ,Cyrtonyx montezumae,CYRMON
Montserrat Oriole,MORI,Icterus oberi,ICTOBE
Morelet's Seedeater,MOSE,Sporophila morelleti,SPOMOR
Mottled Duck,MODU,Anas fulvigula,ANAFUL
Mottled Owl,MOOW,Ciccaba virgata,CICVIR
Mottled Petrel,MOPE,Pterodroma inexpectata,PTEINE
Mountain Bluebird,MOBL,Sialia currucoides,SIACUR
Mountain Chickadee,MOCH,Poecile gambeli,POEGAM
Mountain Elaenia,MOEL,Elaenia frantzii,ELAFRA
Mountain Plover,MOPL,Charadrius montanus,CHAMOT
Mountain Quail,MOUQ,Oreortyx pictus,OREPIC
Mountain Thrush,MOTH,Turdus plebejus,TURPLE
Mountain Trogon,MOTR,Trogon mexicanus,TROMEX
Mountain White-crowned Sparrow,MWCS,Zonotrichia leucophrys oriantha,ZONLOR
Mourning Dove,MODO,Zenaida macroura,ZENMAC
Mourning Warbler,MOWA,Geothlypis philadelphia,GEOPHI
Mouse-colored Tyrannulet,MCTY,Nesotriccus murinus,NESMUR
Moustached Antwren,MOAN,Myrmotherula ignota,MYRIGN
Mugimaki Flycatcher,MUFL,Ficedula mugimaki,FICMUG
Murphy's Petrel,MUPE,Pterodroma ultima,PTEULT
Muscovy Duck,MUDU,Cairina moschata,CAIMOS
Mute Swan,MUSW,Cygnus olor,CYGOLO
Myrtle Warbler,MYWA,Setophaga coronata coronata,SETCCO
Nanday Parakeet,NAPA,Aratinga nenday,ARANEN
Narcissus Flycatcher,NAFL,Ficedula narcissina,FICNAR
Narrow-billed Tody,NBTO,Todus angustirostris,TODANG
Nashville Warbler,NAWA,Leiothlypis ruficapilla,LEIRUF
Nava's Wren,NAWR,Hylorchilus navai,HYLNAV
Nazca Booby,NABO,Sula granti,SULGRA
Nelson's Sparrow,NESP,Ammospiza nelsoni,AMMNEL
Neotropic Cormorant,NECO,Nannopterum brasilianum,NANBRA
Newell's Shearwater,NESH,Puffinus newelli,PUFNEW
Nicaraguan Grackle,NIGR,Quiscalus nicaraguensis,QUINIC
Nicaraguan Seed-Finch,NISF,Sporophila nuttingi,SPONUT
Nightingale Wren,NIWR,Microcerculus philomela,MICPHI
Nihoa Finch,NIFI,Telespiza ultima,TELULT
Northern Barred-Woodcreeper,NOBW,Dendrocolaptes sanctithomae,DENSAN
Northern Beardless-Tyrannulet,NOBT,Camptostoma imberbe,CAMIMB
Northern Bentbill,NOBE,Oncostoma cinereigulare,ONCCIN
Northern Bobwhite,NOBO,Colinus virginianus,COLVIR
Northern Boobook,NOBB,Ninox japonica,NINJAP
Northern Cardinal,NOCA,Cardinalis cardinalis,CARCAI
Northern Emerald-Toucanet,NOET,Aulacorhynchus prasinus,AULPRA
Northern Flicker,NOFL,Colaptes auratus,COLAUT
Northern Flicker Intergrade,NFIN,Colaptes auratus auratus x cafer,COLAAC
Northern Fulmar,NOFU,Fulmarus glacialis,FULGLA
Northern Gannet,NOGA,Morus bassanus,MORBAS
Northern Goshawk,NOGO,Accipiter gentilis,ACCGEN
Northern Harrier,NOHA,Circus hudsonius,CIRHUD
Northern Hawk Owl,NHOW,Surnia ulula,SURULU
Northern Jacana,NOJA,Jacana spinosa,JACSPI
Northern Lapwing,NOLA,Vanellus vanellus,VANVAN
Northern Mockingbird,NOMO,Mimus polyglottos,MIMPOL
Northern Parula,NOPA,Setophaga americana,SETAME
Northern Pintail,NOPI,Anas acuta,ANAACU
Northern Potoo,NORP,Nyctibius jamaicensis,NYCJAM
Northern Pygmy-Owl,NOPO,Glaucidium gnoma,GLAGNO
Northern Red Bishop,NRBI,Euplectes franciscanus,EUPFRA
Northern Rough-winged Swallow,NRWS,Stelgidopteryx serripennis,STESER
Northern Saw-whet Owl,NSWO,Aegolius acadicus,AEGACA
Northern Schiffornis,NOSC,Schiffornis veraepacis,SCHVER
Northern Scrub-Flycatcher,NOSF,Sublegatus arenarum,SUBARE
Northern Shoveler,NSHO,Spatula clypeata,SPACLY
Northern Shrike,NSHR,Lanius borealis,LANBOR
Northern Waterthrush,NOWA,Parkesia noveboracensis,PARNOV
Northern Wheatear,NOWH,Oenanthe oenanthe,OENOEN
Nuttall's White-crowned Sparrow,NWCS,Zonotrichia leucophrys nuttalli,ZONLNU
Nuttall's Woodpecker,NUWO,Dryobates nuttallii,DRYNUT
Nutting's Flycatcher,NUFL,Myiarchus nuttingi,MYINUT
Oahu Akepa,OAKE,Loxops wolstenholmei,LOXWOL
Oahu Akialoa,OAKI,Akialoa ellisiana,AKIELL
Oahu Alauahio,OAAL,Paroreomyza maculata,PAMMAC
Oahu Amakihi,OAAM,Chlorodrepanis flava,CHDFLA
Oahu Elepaio,OAEL,Chasiempis ibidis,CHAIBI
Oahu Nukupuu,OANU,Hemignathus lucidus,HEMLUC
Oahu Oo,OAOO,Moho apicalis,MOHAPI
Oak Titmouse,OATI,Baeolophus inornatus,BAEINO
Oaxaca Sparrow,OASP,Aimophila notosticta,AIMNOT
Ocellated Antbird,OCAN,Phaenostictus mcleannani,PHAMCL
Ocellated Crake,OCCR,Micropygia schomburgkii,MICSCH
Ocellated Poorwill,OCPO,Nyctiphrynus ocellatus,NYCOCE
Ocellated Quail,OCQU,Cyrtonyx ocellatus,CYROCE
Ocellated Thrasher,OCTH,Toxostoma ocellatum,TOXOCE
Ocellated Turkey,OCTU,Meleagris ocellata,MELOCE
Ochraceous Pewee,OCPE,Contopus ochraceus,CONOCH
Ochraceous Wren,OCWR,Troglodytes ochraceus,TROOCH
Ochre-bellied Flycatcher,OBFL,Mionectes oleagineus,MIOOLE
Ochre-breasted Antpitta,OBAN,Grallaricula flavirostris,GRAFLA
Oilbird,OILB,Steatornis caripensis,STECAR
Olivaceous Flatbill,OLFL,Rhynchocyclus olivaceus,RHYOLI
Olivaceous Piculet,OLPI,Picumnus olivaceus,PICOLI
Olivaceous Woodcreeper,OLWO,Sittasomus griseicapillus,SITGRI
Olive Sparrow,OLSP,Arremonops rufivirgatus,ARRRUF
Olive Warbler,OLWA,Peucedramus taeniatus,PEUTAE
Olive-backed Euphonia,OBAE,Euphonia gouldi,EUPGOU
Olive-backed Pipit,OBPI,Anthus hodgsoni,ANTHOD
Olive-backed Quail-Dove,OBQD,Leptotrygon veraguensis,LEPVEG
Olive-capped Warbler,OCAW,Setophaga pityophila,SETPIP
Olive-crowned Yellowthroat,OCYE,Geothlypis semiflava,GEOSEM
Olive-sided Flycatcher,OSFL,Contopus cooperi,CONCOO
Olive-striped Flycatcher,OSTF,Mionectes olivaceus,MIOOLI
Olive-throated Parakeet,OTPA,Eupsittula nana,EUPNAN
Olomao,OLOM,Myadestes lanaiensis,MYALAN
Omao,OMAO,Myadestes obscurus,MYAOBS
One-colored Becard,OCBE,Pachyramphus homochrous,PACHOM
Orange Oriole,ORAO,Icterus auratus,ICTAUT
Orange-bellied Euphonia,OBEE,Euphonia xanthogaster,EUPXAN
Orange-bellied Trogon,OBTR,Trogon collaris aurantiiventris,TROCAU
Orange-billed Nightingale-Thrush,OBNT,Catharus aurantiirostris,CATAUN
Orange-billed Sparrow,OBSP,Arremon aurantiirostris,ARRAUR
Orange-breasted Bunting,OBBU,Passerina leclancherii,PASLEC
Orange-breasted Falcon,OBFA,Falco deiroleucus,FALDEI
Orange-cheeked Waxbill,OCHW,Estrilda melpoda,ESTMEL
Orange-chinned Parakeet,OCPA,Brotogeris jugularis,BROJUG
Orange-collared Manakin,OCMA,Manacus aurantiacus,MANAUR
Orange-crowned Oriole,OCOR,Icterus auricapillus,ICTAUC
Orange-crowned Warbler,OCWA,Leiothlypis celata,LEICEL
Orange-fronted Parakeet,OFPA,Eupsittula canicularis,EUPCAN
Orangequit,ORAN,Euneornis campestris,EUNCAM
Orchard Oriole,OROR,Icterus spurius,ICTSPU
Oregon Junco,ORJU,Junco hyemalis oreganus,JUNHOR
Oriental Cuckoo,ORCU,Cuculus optatus,CUCOPT
Oriental Greenfinch,ORGR,Chloris sinica,CHLSIN
Oriental Plover,ORPL,Charadrius veredus,CHAVER
Oriental Pratincole,ORPR,Glareola maldivarum,GLAMAL
Oriental Scops-Owl,ORSO,Otus sunia,OTUSUN
Oriental Turtle-Dove,ORTD,Streptopelia orientalis,STRORI
Oriente Warbler,ORWA,Teretistris fornsi,TERFOR
Orinoco Goose,ORGO,Neochen jubata,NEOJUB
Ornate Hawk-Eagle,ORHE,Spizaetus ornatus,SPIORN
Osprey,OSPR,Pandion haliaetus,PANHAL
Ou,OU,Psittirostra psittacea,PSIPSI
Ovenbird,OVEN,Seiurus aurocapilla,SEIAUR
Pacific Antwren,PAAN,Myrmotherula pacifica,MYRPAC
Pacific Golden-Plover,PAGP,Pluvialis fulva,PLUFUL
Pacific Loon,PALO,Gavia pacifica,GAVPAC
Pacific Parakeet,PACP,Psittacara strenuus,PSISTR
Pacific Screech-Owl,PASO,Megascops cooperi,MEGCOO
Pacific Wren,PAWR,Troglodytes pacificus,TROPAC
Pacific-slope Flycatcher,PSFL,Empidonax difficilis,EMPDIF
Pacific/Winter Wren,PWWR,Troglodytes pacificus/hiemalis,TROPAH
Paint-billed Crake,PBCR,Neocrex erythrops,NEOERY
Painted Bunting,PABU,Passerina ciris,PASCIR
Painted Parakeet,PAIP,Pyrrhura picta,PYRPIC
Painted Redstart,PARE,Myioborus pictus,MYIPIC
Pale-bellied Hermit,PBHE,Phaethornis anthophilus,PHAANT
Pale-billed Woodpecker,PBIW,Campephilus guatemalensis,CAMGUA
Pale-breasted Spinetail,PBSP,Synallaxis albescens,SYNALB
Pale-eyed Pygmy-Tyrant,PEPT,Lophotriccus pilaris,LOPPIR
Pale-vented Pigeon,PVPI,Patagioenas cayennensis,PATCAY
Pale-vented Thrush,PVTH,Turdus obsoletus,TUROBL
Palila,PALI,Loxioides bailleui,LOXBAI
Pallas's Bunting,PALB,Emberiza pallasi,EMBPAL
Pallas's Grasshopper Warbler,PGWA,Helopsaltes certhiola,HELCER
Pallas's Gull,PAGU,Ichthyaetus ichthyaetus,ICHICH
Pallas's Leaf Warbler,PLEW,Phylloscopus proregulus,PHYPRO
Pallas's Rosefinch,PARO,Carpodacus roseus,CARROS
Palm Crow,PACR,Corvus palmarum,CORPAL
Palm Tanager,PATA,Thraupis palmarum,THRPAL
Palm Warbler,PAWA,Setophaga palmarum,SETPAL
Palmchat,PALM,Dulus dominicus,DULDOM
Panama Flycatcher,PAFL,Myiarchus panamensis,MYIPAN
Parakeet Auklet,PAAU,Aethia psittacula,AETPSI
Parasitic Jaeger,PAJA,Stercorarius parasiticus,STEPAS
Parkinson's Petrel,PAPE,Procellaria parkinsoni,PROPAR
Passenger Pigeon,PAPI,Ectopistes migratorius,ECTMIG
Pearl Kite,PEKI,Gampsonyx swainsonii,GAMSWA
Pearly-breasted Cuckoo,PBCU,Coccyzus euleri,COCEUL
Pearly-eyed Thrasher,PETH,Margarops fuscatus,MARFUS
Pechora Pipit,PEPI,Anthus gustavi,ANTGUS
Pectoral Sandpiper,PESA,Calidris melanotos,CALMET
Peg-billed Finch,PBFI,Acanthidops bairdi,ACABAI
Pelagic Cormorant,PECO,Urile pelagicus,URIPEL
Peregrine Falcon,PEFA,Falco peregrinus,FALPER
Peruvian Booby,PEBO,Sula variegata,SULVAR
Phainopepla,PHAI,Phainopepla nitens,PHANIT
Pheasant Cuckoo,PHCU,Dromococcyx phasianellus,DROPHA
Philadelphia Vireo,PHVI,Vireo philadelphicus,VIRPHI
Pied Puffbird,PIPU,Notharchus tectus,NOTTEC
Pied Water-Tyrant,PIWT,Fluvicola pica,FLUPIC
Pied Wheatear,PIWH,Oenanthe pleschanka,OENPLE
Pied-billed Grebe,PBGR,Podilymbus podiceps,PODPOD
Pigeon Guillemot,PIGU,Cepphus columba,CEPCOL
Pileated Flycatcher,PILF,Xenotriccus mexicanus,XENMEX
